Title,View Count,Published At,Tags
"""얘기해도 되나요?"" 여행업계 현직 직원들이 비행기표 싸게 사는 꿀정보! 알려드립니다 / SBS",241518,2022-08-12T09:13:08Z,"['SBS NEWS', 'SBS 뉴스', 'custom:뉴스넷', 'format:리포트', 'genre:경제', 'location:서울', 'person:김혜민', 'sbs', 'sbs 실시간', 'series:D오리지널', 'source:영상', 'type:방송', '가을', '뉴스 실시간', '뉸', '실시간뉴스', '에스비에스', '터키']"
"찐따, 일본 오타쿠의 성지에 가다 - 일본(2)",4263469,2022-09-01T09:01:16Z,"['메이드 카페', '일본 메이드카페', '메이드', '일본 메이드', '아키하바라', '오타쿠', '일본 오타쿠']"
일본 기차타고 1박2일 만칼로리 먹방투어 - 일본(4),2823248,2022-09-13T13:03:46Z,"['먹방', '일본', '일본 여행', '교토', '나가시 소멘', '나가시 소면']"
일본의 무한온천마을 먹방 대모험 - 일본(5),2512668,2022-09-18T13:04:34Z,"['일본', '일본 온천', '온천', '일본 온천여행', '온천 여행']"
일본 여사친과 시골 축제에 가다 - 일본(3),2461258,2022-09-06T12:09:43Z,"['일본', '일본 여행', '축제', '마츠리']"
"홈메이드 돈코츠 라멘 : 단언컨대, 일본 여행 가는 것보다 감동적인 맛 (豚骨ラーメン, Tonkotsu ramen)",1340560,2022-09-27T09:37:11Z,"['요리', '레시피', '육식', '고기', '육식맨', '고기요리', 'YOOXICMAN', '돈코츠', '돈코츠라멘', '돈코쓰라멘', '돈코쓰', '라멘', '일본 라멘', '豚骨ラーメン', 'ラーメン', '豚骨']"
일본 여행중 시작된 도른자들의 미쳐버린 복불복 게임ㅋㅋㅋㅋ 비행기 타기직전 비행기 티켓 찢는다고?!,2109249,2022-10-28T09:59:17Z,"['더블비', '진국이네', '복불복', '복불복여행', '일본', '여행', '재밌는영상']"
"24살, 혼자 떠난 일본 여행 브이로그✈️| 도쿄 여행 코스⛩️ 신사와 라멘과 도심의 밤🍜",1207469,2022-10-25T09:01:47Z,[]
"🇯🇵 #1 드디어 3년만에 일본여행을 떠나다🛫 첫날은 신나는 맛집 투어 😎 | 일본 한달여행 도쿄 시부야, 구독자 만남, 오레류라멘, 생맥주, 햄카츠 | 먹방 Vlog",648418,2022-10-21T10:33:57Z,"['까니짱', '먹방', '일상', '브이로그', 'vlog', '부부', '커플', '라이프스타일', 'G-ni', 'sub', '서브채널', '김가은', '가은', '가은아뭐하니', '도티', '샌드박스', 'sandbox', '한국', '예능', 'korea', '한국예능', '다시보기', '글로벌', 'k-pop', 'kpop', 'kbeauty', '집순이', '대한민국', '레젼드', '유튜버', 'beauty', '주작', '좋아요', '감성', '300만']"
(실제상황) 일본 여행중 아무 이유 없이 폭행 당했습니다,590864,2022-10-28T11:04:41Z,"['박퍼니', '퍼니', '해외여행', '여행영상', '가부키초', '가부키쵸흑인삐끼', '일본가부키쵸', '일본흑인', '일본흑인시비', '일본폭행', '가부키초흑인', '가부키쵸폭행', '가부키쵸폭행사건', '일본혐한', '일본혐한폭행']"
일본여행 가기 전에 꼭 알아두어야 할 것들,494955,2022-10-14T23:00:03Z,"['일본현지', '일본상황', '일본사회', '일본경제', '일본여행', '해외여행', '도쿄', '박가네', '썰']"
일본 여행 가서 조심해야 하는 간판,4816828,2022-11-11T08:00:35Z,"['일본여행', '일본', '일본 여행', '무료 안내소', '무료안내소', '관광안내소', '관광 안내소', '일본 관광', '일본 여행 안내', '일본 여행 브이로그', '일본 조심', '일본 여행 주의사항', '일본 관광 주의']"
일본 현지인이 알려주는 일본 여행중 주의해야 할점,1459627,2022-11-08T11:00:20Z,"['일본여행', '도쿄여행', '일본 무비자', '도쿄 아사쿠사', '도쿄 시부야', '도쿄 맛집', '일본 맛집', '일본 가볼곳', '일본 관광', '일본 온천', '일본 유학', '일본 워킹홀리데이', '도쿄 워홀']"
한국남자들이 일본여자를 좋아하는 이유 일본 🇯🇵 2부,1392223,2022-11-12T11:00:07Z,"['일본', '세계여행', '박진우', 'TRAVEL', 'JINU', '한류', 'kpop', '도쿄', '일본여행', '도쿄트리', '도쿄클럽', '국제커플', '한달살기', '혼자여행', 'tokyo', 'japan travel', 'Shibuya', 'ShinOkubo', 'TokyoSkytree', '오사카', '오사카여행', '후쿠오카', '후쿠오카여행', '일본온천', '일본음식', '일본맛집', 'Japan', 'WorldTravel', 'Tokyo', 'TokyoTravel', 'Tokyo Skytree', 'Japan Club', 'International Couple', 'Solo Travel', 'Shin-Okubo', 'Osaka', 'Osaka Travel', 'Japan travel', 'Japan solo travel', 'Japanese accommodation recommendations', '일본한국남자반응']"
엔저 일본 여행 물가 🇯🇵,1397368,2022-11-18T10:00:42Z,"['여행', '일본', '일본여행', '일본 물가', '물가', '엔저', '엔저현상', '일본 물가 한국 물가', '일본 물가 상승', '일본 물가 근황', '환율', '달러', '엔저 이유', '구찌', '맥도날드', '스타벅스', '나이키', '가격', '가격비교', '일본쇼핑', '쇼핑', '빅맥지수', '마이리얼트립']"
일본여행은 정말 현금밖에 못 쓸까!?,1277582,2022-11-17T06:17:28Z,"['오사카', '오사카에사는사람들', '일본여행', '일본관광', '도톤보리', '돈키호테', '현대카드', '마츠다부장', '여행경비', '마부장']"
일본 여행이 그리울때 듣는 노래🧡  #연말 #크리스마스 #사랑 #연인 #가족 #여행 #일본 #도쿄,3425145,2022-12-06T07:41:28Z,[]
숙식이 가능한 일본의 피씨방⎥🇯🇵일본1,994678,2022-12-19T11:05:12Z,"['일본 여행', '일본 여행 브이로그', '여행 브이로그', '세계여행 브이로그', '여행 유튜버', '도쿄 여행', '도쿄 여행 브이로그', '일본 피씨방', '일본 PC방']"
일본 여행에서 호텔 조식 안먹는 이유,874430,2022-12-09T01:12:17Z,"['일본여행', '고메다커피', '일본호텔조식', '카페모닝세트', '고미리레', '일본여행팁', '일본여행꿀팁']"
일본 여행 중 우연히 만난 영화배우에게 연락처를 물어봤는데... 일본 🇯🇵 21부,601173,2022-12-02T11:00:10Z,"['일본', '세계여행', '박진우', 'TRAVEL', 'JINU', '한류', 'kpop', '도쿄', '일본여행', '도쿄트리', '도쿄클럽', '국제커플', '한달살기', '혼자여행', 'tokyo', 'japan travel', 'Shibuya', 'ShinOkubo', 'TokyoSkytree', '오사카', '오사카여행', '후쿠오카', '후쿠오카여행', '일본온천', '일본음식', '일본맛집', 'Japan', 'WorldTravel', 'Tokyo', 'TokyoTravel', 'Tokyo Skytree', 'Japan Club', 'International Couple', 'Solo Travel', 'Shin-Okubo', 'Osaka', 'Osaka Travel', 'Japan travel', 'Japan solo travel', 'Japanese accommodation recommendations', '일본한국남자반응', '日韓カップル', '韓国']"
밤에만 여는 흡혈귀 식당의 코스요리⎥🇯🇵일본2,592634,2022-12-26T07:40:02Z,"['일본 여행', '일본 여행 브이로그', '도쿄 여행', '도쿄 브이로그', '뱀파이어 카페', '여행 브이로그', '세계여행', '여행 유튜버', '세계여행 유튜버']"
